"ID","logFC","AveExpr","t","P.Value","adj.P.Val","B","TF"
"Spi1",7.01804037186448,11.1981704057549,2.19049769081066,0.049523705427746,0.998876309054655,-4.59101839231317,"106"
"Elf5",4.6911944036515,8.46802517561058,1.8337091390417,0.0922526419583612,0.998876309054655,-4.59232651646972,"109"
"Erg",5.87431665855837,10.8058167457526,1.7846087253307,0.100262091181932,0.998876309054655,-4.59250590954815,"113"
"Ikzf3",6.41272896537068,12.5171709290761,1.74316851683487,0.107504212662407,0.998876309054655,-4.59265676733433,"93"
"Irf1",2.36775106149887,3.05635628895279,1.56569688010843,0.14406104211205,0.998876309054655,-4.59329411494482,"104"
"Sox11",2.57471826352867,6.32650778514262,1.27867789596046,0.225800728582347,0.998876309054655,-4.59427335083525,"132"
"Mafg",2.25011952810261,4.59176661580256,1.21549371013269,0.248144003697373,0.998876309054655,-4.59447633531847,"125"
"Stat2",1.8631917057369,4.36661765192448,1.19719900741523,0.254931207692395,0.998876309054655,-4.59453406097523,"80"
"Runx1",2.26916372483782,5.21543573934274,1.17485673916969,0.263417208502372,0.998876309054655,-4.59460388479016,"9"
"Pparg::Rxra",2.60285533192777,7.71661922211174,1.05828906805487,0.311291885121583,0.998876309054655,-4.59495522011603,"10"
"Zic3",4.36145992883683,14.5917184879567,1.03121727330877,0.323292741279762,0.998876309054655,-4.59503345974643,"129"
"Bach1::Mafk",2.12251169347611,5.25275899511975,1.00808794298451,0.333813597180586,0.998876309054655,-4.59509923098573,"23"
"Stat5a::Stat5b",1.83883639494311,4.65586398984658,0.999914524822282,0.337590665210914,0.998876309054655,-4.59512223084591,"20"
"Prdm5",2.48923319959874,7.37508465376153,0.992930825376125,0.340842499989683,0.998876309054655,-4.59514178109714,"100"
"Zic1::Zic2",4.02886393911081,13.8326366516183,0.980219491028657,0.346819459848474,0.998876309054655,-4.59517712209243,"84"
"Stat5b",1.65735230980682,4.4409274074298,0.929027062623209,0.371652367005031,0.998876309054655,-4.59531618644818,"82"
"Nr1H2",1.35161020762059,3.30838383027586,0.878588578522922,0.397315385278247,0.998876309054655,-4.59544787198577,"97"
"Ebf2",2.30528653030025,7.74844508858357,0.859872470708534,0.407139718936712,0.998876309054655,-4.59549533371462,"70"
"Zic2",3.29733813477757,12.6946943449797,0.849398307338161,0.412708801553822,0.998876309054655,-4.59552155484003,"85"
"Sox6",1.58213201276741,5.51425585227723,0.839642837697227,0.417941529365427,0.998876309054655,-4.5955457545521,"18"
"Stat5a",1.52688691842139,4.63429134237878,0.813273942239815,0.432305787590382,0.998876309054655,-4.59561007773015,"81"
"Arntl",1.77535444524809,5.79213823773307,0.79893019780681,0.440253946638494,0.998876309054655,-4.59564438975778,"26"
"Stat4",1.71391102006591,5.92298030428903,0.797771458570179,0.440900149893951,0.998876309054655,-4.59564714050497,"19"
"Arid3a",1.06897775978085,3.16702988700687,0.795242430575355,0.442312669448063,0.998876309054655,-4.59565313318572,"11"
"Bcl11B",1.25341572509397,3.7176501017143,0.780686288455023,0.450499468344531,0.998876309054655,-4.59568732956977,"90"
"Atf3",1.46241234356864,4.05048549038285,0.778591140447593,0.451685800720715,0.998876309054655,-4.59569221000179,"89"
"Stat6",1.16003942476273,3.08364012286691,0.7771851621243,0.452483026462987,0.998876309054655,-4.59569547917709,"21"
"NR5A1",1.46127276315747,4.98374707447274,0.766035360626498,0.458837069550152,0.998876309054655,-4.59572123596897,"144"
"Ptf1a",1.28999258709333,3.02021890453875,0.765739529419842,0.459006426068412,0.998876309054655,-4.59572191526436,"76"
"Nfat5",1.01483015871382,2.69302454969739,0.765429281769978,0.459184078273828,0.998876309054655,-4.59572262743503,"120"
"Ascl2",2.04319388556746,7.17850236905822,0.736851901409203,0.475734206822265,0.998876309054655,-4.59578721686918,"47"
"Zfx",4.04857976476078,17.5310151234688,0.721975066616765,0.48449484971568,0.998876309054655,-4.59582004078595,"15"
"Foxf1",1.06901462986731,2.9378162119391,0.721465468667505,0.484796686897542,0.998876309054655,-4.59582115533311,"71"
"Neurod2",1.74509279316434,5.070136140591,0.712068881841946,0.490382969174489,0.998876309054655,-4.59584158939326,"126"
"Tcf21",1.35488047805765,4.04461225196013,0.709978921092567,0.491630765389641,0.998876309054655,-4.59584610392626,"49"
"Atoh1",1.86766866230593,5.77742774788487,0.706385492641629,0.493780702990362,0.998876309054655,-4.59585384018705,"136"
"Foxj3",0.904026358610597,2.42935495914553,0.70541920396282,0.494359801709047,0.998876309054655,-4.59585591490029,"52"
"Neurod2",1.93173255409883,7.54413331407033,0.697928865505259,0.498862705036408,0.998876309054655,-4.59587191659313,"94"
"Plagl1",3.09402588730755,13.8519497524719,0.686186621390786,0.505971153646402,0.998876309054655,-4.59589671223967,"74"
"Nr2f6",1.09188881377843,3.57915233366036,0.679738733111836,0.509900092622427,0.998876309054655,-4.59591017671462,"38"
"Nfatc1",0.912841075217835,2.45697293169892,0.675355870349235,0.512581028308562,0.998876309054655,-4.59591926743654,"122"
"Olig2",1.96616327617049,8.10901574714448,0.661509442344995,0.521105131981717,0.998876309054655,-4.59594765769062,"98"
"Hmx3",0.727530214561694,1.11523496036055,0.651155090044411,0.527533141351894,0.998876309054655,-4.59596855872139,"66"
"Twist2",1.94574578464343,8.01166471579835,0.645790287771401,0.530881564974387,0.998876309054655,-4.59597927641916,"123"
"Tcf12",1.45906665072066,5.50596959847514,0.643569645343825,0.532271139062291,0.998876309054655,-4.59598369040009,"119"
"Ptf1A",1.42426018343699,5.70122516292508,0.620622876187298,0.546751490438378,0.998876309054655,-4.59602852930424,"77"
"Bhlha15",1.40954655599136,5.52715089127932,0.61871374859106,0.547966125277087,0.998876309054655,-4.5960321959543,"137"
"Lhx4",0.760597343667803,2.18237362768326,0.602633946433815,0.558256129168156,0.998876309054655,-4.59606268584377,"40"
"Jun",1.14777416996408,3.71360546821025,0.601023105474864,0.559292800660955,0.998876309054655,-4.59606570139464,"115"
"Foxo3",1.01350632971779,3.81413397722982,0.585938289411327,0.569051869115092,0.998876309054655,-4.59609359483248,"111"
"Nfe2l2",1.13522528391713,3.98320022980336,0.58449053682177,0.569993315442408,0.998876309054655,-4.59609623888636,"22"
"Lef1",0.867308537495565,3.17818408520048,0.568997356284448,0.580120622785035,0.998876309054655,-4.59612417010585,"131"
"Nfatc2",0.765239811678036,2.33519512927685,0.568562653391283,0.580406145308169,0.998876309054655,-4.59612494414916,"110"
"Gmeb1",0.752950045504763,2.62934210473172,0.568312695726474,0.580570356819452,0.998876309054655,-4.59612538899119,"30"
"Gfi1B",1.45594294496121,6.78469999030423,0.56614196561131,0.581997469362627,0.998876309054655,-4.59612924482757,"16"
"Wt1",7.08866330225651,52.0666888860751,0.565203433198611,0.582615067212547,0.998876309054655,-4.5961309078469,"83"
"Foxo1",0.979809735299308,4.00895949686611,0.550607728582075,0.592264061807942,0.998876309054655,-4.59615645221028,"114"
"Rxra",0.886869023818757,3.74264574510185,0.547069725260276,0.59461544042925,0.998876309054655,-4.59616255376999,"39"
"Dmbx1",0.765294635032044,3.00636197017323,0.546875760154301,0.59474449042823,0.998876309054655,-4.59616288725416,"63"
"Foxl2",0.699310213217102,2.14098948121829,0.541333177019782,0.598438224293886,0.998876309054655,-4.59617237157467,"72"
"Nr5A2",0.993578497624514,4.5029940476905,0.524373798533619,0.60981311147643,0.998876309054655,-4.59620084907138,"116"
"Dlx5",0.652756948045612,2.04427783251563,0.516423001146226,0.615183073002368,0.998876309054655,-4.59621391634009,"138"
"Zfp335",1.29232539645041,7.03248999013056,0.499679511371032,0.626568009283459,0.998876309054655,-4.59624083842856,"102"
"Sox17",0.8692977955218,4.09411259585084,0.499237510537204,0.626869940964389,0.998876309054655,-4.59624153812706,"105"
"Prdm15",1.25752902772727,7.0506163643978,0.48701151967087,0.635249458602175,0.998876309054655,-4.59626066672307,"75"
"Msgn1",0.968126580275679,4.5195176006431,0.483205877871461,0.637868702473932,0.998876309054655,-4.59626653190611,"140"
"Nr1H4",1.01256080101612,5.0425970080823,0.479042327894742,0.640740154213014,0.998876309054655,-4.59627290008651,"135"
"Dlx2",0.587173277486283,2.05747523070569,0.463156063401372,0.651752087134493,0.998876309054655,-4.59629672980481,"133"
"Alx1",0.577883914737552,2.19705356778378,0.446555648356126,0.663351653082691,0.998876309054655,-4.59632083287214,"54"
"Sox5",0.823462441978646,4.41837604974662,0.443194750146032,0.665711384772639,0.998876309054655,-4.59632561292114,"107"
"Esrrg",0.708943703787033,3.78019415249905,0.420947282689098,0.681425305796518,0.998876309054655,-4.59635640118034,"36"
"Six3",-0.546754960116281,1.48694704583212,-0.413603876643251,0.686647165012962,0.998876309054655,-4.59636623665717,"34"
"Foxj2",0.584834952926651,2.73042264388737,0.403795894614229,0.69364803884508,0.998876309054655,-4.59637911844189,"29"
"Hnf1A",0.718863143662554,4.42353053929546,0.400354843922474,0.696111316835924,0.998876309054655,-4.59638356869444,"92"
"Vdr",0.739218846172929,4.21357994928599,0.398917821634597,0.697141087889851,0.998876309054655,-4.59638541650649,"128"
"Arx",0.471177856741578,1.81029051828988,0.395938743345845,0.699277909534471,0.998876309054655,-4.59638922715289,"60"
"Mafb",0.660643326557407,3.14137650574224,0.394491010380461,0.700317310203677,0.998876309054655,-4.5963910692317,"51"
"Hmx2",0.460591843873282,1.26694106511984,0.394393776097695,0.700387142427036,0.998876309054655,-4.59639119272236,"65"
"Hmx1",0.478751837110205,1.53008985050014,0.389668261302423,0.703784383958764,0.998876309054655,-4.59639715948953,"64"
"Shox2",0.488775445920114,1.99369711172535,0.381957518851364,0.709342126589179,0.998876309054655,-4.59640674898775,"44"
"Smad4",0.793334361262947,5.31516178458118,0.368807228848932,0.718860973047281,0.998876309054655,-4.59642268250582,"68"
"Sox3",0.656235070151958,4.3847964659049,0.345175997082628,0.736090279068516,0.998876309054655,-4.59644997400254,"118"
"Nr2F6",0.636868489821355,3.66824746283722,0.342005864221884,0.738413325105258,0.998876309054655,-4.59645350340284,"45"
"Nr1h3::Rxra",0.695564513201306,4.68015766668201,0.338418008191733,0.741045741304942,0.998876309054655,-4.5964574601282,"17"
"Tfcp2l1",1.06209272700651,8.46200400440094,0.334423682857485,0.743980427818344,0.998876309054655,-4.59646181791524,"14"
"Gli2",1.03968436913776,8.59338207756251,0.330227254200969,0.747068145240657,0.998876309054655,-4.59646634255778,"130"
"Arnt",1.04951618561553,8.44447097281145,0.319692214421303,0.754839970737907,0.998876309054655,-4.59647745886574,"1"
"ARNT::HIF1A",0.440537125817568,3.15790593872313,0.316143666600136,0.757464170658726,0.998876309054655,-4.59648112488773,"13"
"Rarg",0.626776475038659,5.06179958403681,0.30333990132689,0.766958863161487,0.998876309054655,-4.59649402345555,"57"
"Gata3",-0.577414745729245,3.12191716077951,-0.302575642184949,0.76752687658907,0.998876309054655,-4.59649477704612,"103"
"Pax7",-0.430060719009269,2.26153920132069,-0.291277931326076,0.775939907555663,0.998876309054655,-4.59650570192111,"127"
"Rfx6",0.698367186319992,6.77251607188229,0.278823458958547,0.785248934948159,0.998876309054655,-4.5965172772252,"87"
"Hoxa13",-0.446941350547765,2.15899751877352,-0.276931028228258,0.786666513262577,0.998876309054655,-4.59651899299145,"124"
"Dux",0.417698202033321,2.79595094725825,0.276919404308673,0.786675222966988,0.998876309054655,-4.59651900349508,"121"
"Nkx3-1",0.429037477722193,2.73136752058826,0.27546601740971,0.787764471302222,0.998876309054655,-4.59652031342296,"43"
"Ar",0.473029848110298,3.3881825766296,0.274213002181919,0.788703927747789,0.998876309054655,-4.59652143736623,"35"
"Hoxd13",-2.96915278558866,34.9785867010082,-0.26755722038175,0.793699946669568,0.998876309054655,-4.59652732378728,"134"
"Alx4",0.381966625198381,2.59616096038952,0.263638032747849,0.796646308730418,0.998876309054655,-4.59653072392841,"53"
"Hic1",0.721797762732402,6.77389515746471,0.261332863715092,0.79838082392955,0.998876309054655,-4.59653270092553,"46"
"Prdm14",0.556108095905148,4.85281576220557,0.248452053691146,0.808093442720849,0.998876309054655,-4.59654343550186,"99"
"Arid3b",-2.92408202939582,36.6865890657604,-0.2455654924825,0.810274687724708,0.998876309054655,-4.59654576827555,"24"
"Rarb",0.474222693025319,4.62136292054527,0.235349139413505,0.818008022349984,0.998876309054655,-4.59655380996338,"56"
"Lhx3",-2.88500246583423,38.4050704644222,-0.230440469091327,0.821730876273221,0.998876309054655,-4.59655755453925,"7"
"Creb3l2",0.544146948165452,5.8113085915373,0.22890078201171,0.822899554447139,0.998876309054655,-4.59655871312283,"28"
"Ahr::Arnt",1.07320787115089,13.1933247546439,0.228063205615304,0.823535492362258,0.998876309054655,-4.5965593401785,"2"
"Pou5f1::Sox2",0.26224062826206,1.75498811051806,0.212846898969531,0.835111027299527,0.998876309054655,-4.59657033835883,"8"
"Msx3",-3.15418300849574,47.3936039872753,-0.207617000044902,0.839099095694338,0.998876309054655,-4.59657394590984,"42"
"Gli1",0.628102693161857,8.35054506873629,0.196348374756654,0.84770778474282,0.998876309054655,-4.59658141822126,"91"
"Nr2e3",0.34917506368718,3.7289521837463,0.186872601416934,0.854962836813286,0.998876309054655,-4.59658738316323,"12"
"Hand1::Tcf3",0.311861025392204,3.42196604488839,0.178178301348035,0.861631819063849,0.998876309054655,-4.59659259969544,"4"
"Mlxip",-0.342983095103612,4.78620772628155,-0.157883547083041,0.877241604002673,0.998876309054655,-4.59660381901325,"31"
"Crx",0.309943053859902,4.56871964052155,0.156537449478921,0.878278953465145,0.998876309054655,-4.59660451567096,"112"
"Hoxa11",0.178268763575132,1.70898178372181,0.152248007684335,0.881586115947584,0.998876309054655,-4.59660669615868,"67"
"Nobox",-0.191436923228804,2.27479022881987,-0.141302243661281,0.890035764009145,0.998876309054655,-4.59661198782541,"6"
"Dlx3",0.193953516161027,2.33766266391623,0.136512523219402,0.893737738623996,0.998876309054655,-4.5966141801134,"61"
"Lhx8",0.17831771540309,2.00617383500777,0.130437610379425,0.898436801739545,0.998876309054655,-4.59661685257575,"41"
"Atf1",-0.41161393006811,7.90742324296467,-0.126751239136457,0.901290261776467,0.998876309054655,-4.5966184153194,"27"
"Dmrt1",-0.20348448098462,2.88741293007225,-0.12224556614397,0.90477986691907,0.998876309054655,-4.59662026487174,"69"
"Thap11",0.313599300001261,6.98193308106396,0.114815053853942,0.910539252496011,0.998876309054655,-4.5966231695506,"142"
"Rarb",0.241111479238638,5.27416620495325,0.105210067291654,0.91799192066885,0.998876309054655,-4.59662665559157,"55"
"Npas2",-0.244320677571135,6.01839609493245,-0.0923088725469209,0.928014898333067,0.998876309054655,-4.59663086067683,"32"
"Rbpjl",-0.211591961450391,4.85709199569201,-0.0893143446193044,0.930343274389743,0.998876309054655,-4.59663175841649,"79"
"Atoh1",-0.137336387850897,1.67385007439223,-0.0887798710280245,0.930758922615858,0.998876309054655,-4.59663191554335,"48"
"Ptf1A",-0.199909749532944,4.80360639042892,-0.0831050449285356,0.935173403004408,0.998876309054655,-4.59663352583429,"78"
"Rarg",0.184098812893113,5.01359629397906,0.0826700139809547,0.935511911294154,0.998876309054655,-4.5966336449015,"58"
"Six4",-0.19770837509366,5.25562345399227,-0.0761628014599794,0.940576871596229,0.998876309054655,-4.59663535149087,"101"
"Isl1",0.143456797765594,4.46154995125141,0.0718409595551206,0.94394234449354,0.998876309054655,-4.59663640781559,"73"
"Mecom",0.122110736434677,3.21700518295033,0.0710858834312333,0.944530450089515,0.998876309054655,-4.59663658604856,"3"
"Tbx6",0.147055790105802,4.62989330036537,0.0658317026853396,0.948623698584764,0.998876309054655,-4.59663777421812,"141"
"Spz1",0.132688140321684,4.85737245458162,0.0607486536607696,0.952585091189401,0.998876309054655,-4.59663883702732,"5"
"Rhox11",-0.101422942469449,3.30982980588141,-0.0572720683153438,0.955295283385567,0.998876309054655,-4.59663951484814,"33"
"Lhx1",-0.088956250375803,2.43243580394571,-0.0571311594978791,0.955405142257091,0.998876309054655,-4.59663954147966,"139"
"Arid5a",0.0597616259340325,1.26443793712872,0.052141951697734,0.9592955549261,0.998876309054655,-4.59664044219023,"25"
"Nkx3-2",-0.0705613074378473,1.92346131210649,-0.0479933401674439,0.962531340492305,0.998876309054655,-4.59664112857225,"86"
"Nrf1",-0.341994416971981,20.5740993177969,-0.0450347273926862,0.964839395424969,0.998876309054655,-4.59664158335469,"117"
"Yy1",-0.107447144668089,8.24369677208109,-0.0342672246043775,0.973241929316937,0.998876309054655,-4.59664299440433,"108"
"Creb5",0.0547925300444143,3.56662572469567,0.0307156268701558,0.976014245814917,0.998876309054655,-4.59664337582671,"50"
"Nr2e1",-0.0419817271428962,2.46695251466388,-0.0253750845995995,0.980183587821815,0.998876309054655,-4.59664387091152,"37"
"Sox1",0.0396565846941499,3.23286867289235,0.0234600374248364,0.981678814331598,0.998876309054655,-4.59664402548309,"59"
"Npas4",-0.0219173282567434,4.1358879555256,-0.0124261916374284,0.990295033703455,0.998876309054655,-4.5966446799546,"96"
"Prdm4",0.0223420902780694,4.75592825225655,0.0107158578949255,0.991630759654405,0.998876309054655,-4.59664474537826,"143"
"Nkx2-1",0.0215558375113735,3.5197922809779,0.0105434986088076,0.991765369296451,0.998876309054655,-4.596644751435,"95"
"Foxn1",-0.0125414870937462,20.2739412361065,-0.00171695120179081,0.998659009080878,0.998876309054655,-4.59664493031227,"88"
"Dlx4",0.0017554400525796,1.90728694150837,0.00143872876772224,0.998876309054655,0.998876309054655,-4.59664493176354,"62"
